Near Surface Air Temperature,Precipitation,Alert
304.785375|305.62425|306.376|305.23925|303.36925|304.098625|305.53275,0|0|0|302.1848896|50.07739583|0|212.6219417,1
305.62425|306.376|305.23925|303.36925|304.098625|305.53275|305.88775,0|0|302.1848896|50.07739583|0|212.6219417|3.6525625,1
306.376|305.23925|303.36925|304.098625|305.53275|305.88775|306.252375,0|302.1848896|50.07739583|0|212.6219417|3.6525625|77.43553958,1
305.23925|303.36925|304.098625|305.53275|305.88775|306.252375|304.642875,302.1848896|50.07739583|0|212.6219417|3.6525625|77.43553958|0,1
303.36925|304.098625|305.53275|305.88775|306.252375|304.642875|303.645,50.07739583|0|212.6219417|3.6525625|77.43553958|0|145.49875,1
304.098625|305.53275|305.88775|306.252375|304.642875|303.645|303.166375,0|212.6219417|3.6525625|77.43553958|0|145.49875|194.5556929,0
305.53275|305.88775|306.252375|304.642875|303.645|303.166375|303.830375,212.6219417|3.6525625|77.43553958|0|145.49875|194.5556929|2000.326385,0
305.88775|306.252375|304.642875|303.645|303.166375|303.830375|303.619375,3.6525625|77.43553958|0|145.49875|194.5556929|2000.326385|438.3330331,0
306.252375|304.642875|303.645|303.166375|303.830375|303.619375|304.2265,77.43553958|0|145.49875|194.5556929|2000.326385|438.3330331|10.71453583,0
304.642875|303.645|303.166375|303.830375|303.619375|304.2265|303.5525,0|145.49875|194.5556929|2000.326385|438.3330331|10.71453583|3765.878944,0
303.645|303.166375|303.830375|303.619375|304.2265|303.5525|304.1155,145.49875|194.5556929|2000.326385|438.3330331|10.71453583|3765.878944|0,0
303.166375|303.830375|303.619375|304.2265|303.5525|304.1155|304.63975,194.5556929|2000.326385|438.3330331|10.71453583|3765.878944|0|60.93020833,0
303.830375|303.619375|304.2265|303.5525|304.1155|304.63975|304.143625,2000.326385|438.3330331|10.71453583|3765.878944|0|60.93020833|0,0
303.619375|304.2265|303.5525|304.1155|304.63975|304.143625|304.42975,438.3330331|10.71453583|3765.878944|0|60.93020833|0|0,0
304.2265|303.5525|304.1155|304.63975|304.143625|304.42975|304.63725,10.71453583|3765.878944|0|60.93020833|0|0|0,0
303.5525|304.1155|304.63975|304.143625|304.42975|304.63725|304.455,3765.878944|0|60.93020833|0|0|0|0,0
304.1155|304.63975|304.143625|304.42975|304.63725|304.455|304.13975,0|60.93020833|0|0|0|0|0,1
304.63975|304.143625|304.42975|304.63725|304.455|304.13975|304.1485,60.93020833|0|0|0|0|0|0,1
304.143625|304.42975|304.63725|304.455|304.13975|304.1485|303.91975,0|0|0|0|0|0|0,0
304.42975|304.63725|304.455|304.13975|304.1485|303.91975|303.156625,0|0|0|0|0|0|466.4034292,0
304.63725|304.455|304.13975|304.1485|303.91975|303.156625|304.595875,0|0|0|0|0|466.4034292|0,0
304.455|304.13975|304.1485|303.91975|303.156625|304.595875|305.762625,0|0|0|0|466.4034292|0|0,1
304.13975|304.1485|303.91975|303.156625|304.595875|305.762625|305.54725,0|0|0|466.4034292|0|0|0,1
304.1485|303.91975|303.156625|304.595875|305.762625|305.54725|305.063625,0|0|466.4034292|0|0|0|0,1
303.91975|303.156625|304.595875|305.762625|305.54725|305.063625|305.241875,0|466.4034292|0|0|0|0|149.737321,0
303.156625|304.595875|305.762625|305.54725|305.063625|305.241875|305.19925,466.4034292|0|0|0|0|149.737321|11.59445563,1
304.595875|305.762625|305.54725|305.063625|305.241875|305.19925|304.535625,0|0|0|0|149.737321|11.59445563|307.4836708,1
305.762625|305.54725|305.063625|305.241875|305.19925|304.535625|304.175625,0|0|0|149.737321|11.59445563|307.4836708|5.401754167,1
305.54725|305.063625|305.241875|305.19925|304.535625|304.175625|303.106375,0|0|149.737321|11.59445563|307.4836708|5.401754167|45.78791646,0
305.063625|305.241875|305.19925|304.535625|304.175625|303.106375|302.24925,0|149.737321|11.59445563|307.4836708|5.401754167|45.78791646|321.4210979,0
305.241875|305.19925|304.535625|304.175625|303.106375|302.24925|303.026875,149.737321|11.59445563|307.4836708|5.401754167|45.78791646|321.4210979|20.2230625,0
305.19925|304.535625|304.175625|303.106375|302.24925|303.026875|303.52775,11.59445563|307.4836708|5.401754167|45.78791646|321.4210979|20.2230625|53.86184792,1
304.535625|304.175625|303.106375|302.24925|303.026875|303.52775|300.351875,307.4836708|5.401754167|45.78791646|321.4210979|20.2230625|53.86184792|241.7450656,1
304.175625|303.106375|302.24925|303.026875|303.52775|300.351875|300.49875,5.401754167|45.78791646|321.4210979|20.2230625|53.86184792|241.7450656|41.20539583,0
303.106375|302.24925|303.026875|303.52775|300.351875|300.49875|301.698875,45.78791646|321.4210979|20.2230625|53.86184792|241.7450656|41.20539583|0,1
302.24925|303.026875|303.52775|300.351875|300.49875|301.698875|303.30075,321.4210979|20.2230625|53.86184792|241.7450656|41.20539583|0|0,0
303.026875|303.52775|300.351875|300.49875|301.698875|303.30075|303.911125,20.2230625|53.86184792|241.7450656|41.20539583|0|0|0,1
303.52775|300.351875|300.49875|301.698875|303.30075|303.911125|303.394625,53.86184792|241.7450656|41.20539583|0|0|0|0,1
300.351875|300.49875|301.698875|303.30075|303.911125|303.394625|303.118,241.7450656|41.20539583|0|0|0|0|0,0
300.49875|301.698875|303.30075|303.911125|303.394625|303.118|302.91975,41.20539583|0|0|0|0|0|0,0
301.698875|303.30075|303.911125|303.394625|303.118|302.91975|302.842875,0|0|0|0|0|0|0,1
303.30075|303.911125|303.394625|303.118|302.91975|302.842875|303.47225,0|0|0|0|0|0|0,1
303.911125|303.394625|303.118|302.91975|302.842875|303.47225|303.352875,0|0|0|0|0|0|0,0
303.394625|303.118|302.91975|302.842875|303.47225|303.352875|302.84425,0|0|0|0|0|0|0,1
303.118|302.91975|302.842875|303.47225|303.352875|302.84425|301.87975,0|0|0|0|0|0|0,0
302.91975|302.842875|303.47225|303.352875|302.84425|301.87975|302.182625,0|0|0|0|0|0|0,0
302.842875|303.47225|303.352875|302.84425|301.87975|302.182625|301.823875,0|0|0|0|0|0|4.143424792,0
303.47225|303.352875|302.84425|301.87975|302.182625|301.823875|302.137,0|0|0|0|0|4.143424792|0,0
303.352875|302.84425|301.87975|302.182625|301.823875|302.137|302.565,0|0|0|0|4.143424792|0|0,1
302.84425|301.87975|302.182625|301.823875|302.137|302.565|302.939125,0|0|0|4.143424792|0|0|0,0
301.87975|302.182625|301.823875|302.137|302.565|302.939125|303.3665,0|0|4.143424792|0|0|0|0,1
302.182625|301.823875|302.137|302.565|302.939125|303.3665|303.65675,0|4.143424792|0|0|0|0|0,0
301.823875|302.137|302.565|302.939125|303.3665|303.65675|303.48575,4.143424792|0|0|0|0|0|0,0
302.137|302.565|302.939125|303.3665|303.65675|303.48575|303.427875,0|0|0|0|0|0|0,1
302.565|302.939125|303.3665|303.65675|303.48575|303.427875|302.81575,0|0|0|0|0|0|0,0
302.939125|303.3665|303.65675|303.48575|303.427875|302.81575|302.094375,0|0|0|0|0|0|0,1
303.3665|303.65675|303.48575|303.427875|302.81575|302.094375|301.57475,0|0|0|0|0|0|0,0
303.65675|303.48575|303.427875|302.81575|302.094375|301.57475|301.851,0|0|0|0|0|0|0,0
303.48575|303.427875|302.81575|302.094375|301.57475|301.851|301.874625,0|0|0|0|0|0|0,1
303.427875|302.81575|302.094375|301.57475|301.851|301.874625|302.422875,0|0|0|0|0|0|0,0
302.81575|302.094375|301.57475|301.851|301.874625|302.422875|302.515625,0|0|0|0|0|0|0,0
302.094375|301.57475|301.851|301.874625|302.422875|302.515625|301.983125,0|0|0|0|0|0|0,0
301.57475|301.851|301.874625|302.422875|302.515625|301.983125|301.47875,0|0|0|0|0|0|0,0
301.851|301.874625|302.422875|302.515625|301.983125|301.47875|301.581,0|0|0|0|0|0|0,0
301.874625|302.422875|302.515625|301.983125|301.47875|301.581|301.858875,0|0|0|0|0|0|0,0
302.422875|302.515625|301.983125|301.47875|301.581|301.858875|301.802875,0|0|0|0|0|0|0,0
302.515625|301.983125|301.47875|301.581|301.858875|301.802875|301.31475,0|0|0|0|0|0|0,1
301.983125|301.47875|301.581|301.858875|301.802875|301.31475|300.7605,0|0|0|0|0|0|0,1
301.47875|301.581|301.858875|301.802875|301.31475|300.7605|300.424,0|0|0|0|0|0|0,0
301.581|301.858875|301.802875|301.31475|300.7605|300.424|300.19675,0|0|0|0|0|0|0,0
301.858875|301.802875|301.31475|300.7605|300.424|300.19675|299.23325,0|0|0|0|0|0|0,0
301.802875|301.31475|300.7605|300.424|300.19675|299.23325|297.30075,0|0|0|0|0|0|0,0
301.31475|300.7605|300.424|300.19675|299.23325|297.30075|296.770125,0|0|0|0|0|0|0,0
300.7605|300.424|300.19675|299.23325|297.30075|296.770125|296.40225,0|0|0|0|0|0|0,0
300.424|300.19675|299.23325|297.30075|296.770125|296.40225|296.615875,0|0|0|0|0|0|0,0
300.19675|299.23325|297.30075|296.770125|296.40225|296.615875|296.3875,0|0|0|0|0|0|0,0
299.23325|297.30075|296.770125|296.40225|296.615875|296.3875|295.78925,0|0|0|0|0|0|0,0
297.30075|296.770125|296.40225|296.615875|296.3875|295.78925|295.46075,0|0|0|0|0|0|0,0
296.770125|296.40225|296.615875|296.3875|295.78925|295.46075|295.254625,0|0|0|0|0|0|0,1
296.40225|296.615875|296.3875|295.78925|295.46075|295.254625|295.9025,0|0|0|0|0|0|0,1
296.615875|296.3875|295.78925|295.46075|295.254625|295.9025|296.61675,0|0|0|0|0|0|0,0
296.3875|295.78925|295.46075|295.254625|295.9025|296.61675|297.018875,0|0|0|0|0|0|0,0
295.78925|295.46075|295.254625|295.9025|296.61675|297.018875|296.545375,0|0|0|0|0|0|0,0
295.46075|295.254625|295.9025|296.61675|297.018875|296.545375|296.047875,0|0|0|0|0|0|0,0
295.254625|295.9025|296.61675|297.018875|296.545375|296.047875|295.753625,0|0|0|0|0|0|0,0
295.9025|296.61675|297.018875|296.545375|296.047875|295.753625|295.22375,0|0|0|0|0|0|0,0
296.61675|297.018875|296.545375|296.047875|295.753625|295.22375|295.405625,0|0|0|0|0|0|0,0
297.018875|296.545375|296.047875|295.753625|295.22375|295.405625|294.091875,0|0|0|0|0|0|0,0
296.545375|296.047875|295.753625|295.22375|295.405625|294.091875|294.04675,0|0|0|0|0|0|0,0
296.047875|295.753625|295.22375|295.405625|294.091875|294.04675|294.058375,0|0|0|0|0|0|0,0
295.753625|295.22375|295.405625|294.091875|294.04675|294.058375|294.27475,0|0|0|0|0|0|0,0
295.22375|295.405625|294.091875|294.04675|294.058375|294.27475|294.289375,0|0|0|0|0|0|2025.949646,0
295.405625|294.091875|294.04675|294.058375|294.27475|294.289375|293.442125,0|0|0|0|0|2025.949646|0,0
294.091875|294.04675|294.058375|294.27475|294.289375|293.442125|293.785,0|0|0|0|2025.949646|0|0,1
294.04675|294.058375|294.27475|294.289375|293.442125|293.785|293.794375,0|0|0|2025.949646|0|0|0,0
294.058375|294.27475|294.289375|293.442125|293.785|293.794375|293.727625,0|0|2025.949646|0|0|0|0,0
294.27475|294.289375|293.442125|293.785|293.794375|293.727625|293.719375,0|2025.949646|0|0|0|0|0,0
294.289375|293.442125|293.785|293.794375|293.727625|293.719375|293.7845,2025.949646|0|0|0|0|0|0,0
293.442125|293.785|293.794375|293.727625|293.719375|293.7845|291.79625,0|0|0|0|0|0|0,0
293.785|293.794375|293.727625|293.719375|293.7845|291.79625|292.12175,0|0|0|0|0|0|0,0
293.794375|293.727625|293.719375|293.7845|291.79625|292.12175|291.285375,0|0|0|0|0|0|0,0
293.727625|293.719375|293.7845|291.79625|292.12175|291.285375|292.436875,0|0|0|0|0|0|0,0
293.719375|293.7845|291.79625|292.12175|291.285375|292.436875|292.838875,0|0|0|0|0|0|0,0
293.7845|291.79625|292.12175|291.285375|292.436875|292.838875|292.013625,0|0|0|0|0|0|0,0
291.79625|292.12175|291.285375|292.436875|292.838875|292.013625|289.540375,0|0|0|0|0|0|0,0
292.12175|291.285375|292.436875|292.838875|292.013625|289.540375|288.97875,0|0|0|0|0|0|0,0
291.285375|292.436875|292.838875|292.013625|289.540375|288.97875|288.696875,0|0|0|0|0|0|0,0
292.436875|292.838875|292.013625|289.540375|288.97875|288.696875|288.335625,0|0|0|0|0|0|0,0
292.838875|292.013625|289.540375|288.97875|288.696875|288.335625|288.706375,0|0|0|0|0|0|0,0
292.013625|289.540375|288.97875|288.696875|288.335625|288.706375|288.901375,0|0|0|0|0|0|0,0
289.540375|288.97875|288.696875|288.335625|288.706375|288.901375|289.413375,0|0|0|0|0|0|0,0
288.97875|288.696875|288.335625|288.706375|288.901375|289.413375|290.53975,0|0|0|0|0|0|0,0
288.696875|288.335625|288.706375|288.901375|289.413375|290.53975|290.9425,0|0|0|0|0|0|0,0
288.335625|288.706375|288.901375|289.413375|290.53975|290.9425|290.730875,0|0|0|0|0|0|0,0
288.706375|288.901375|289.413375|290.53975|290.9425|290.730875|289.928625,0|0|0|0|0|0|0,0
288.901375|289.413375|290.53975|290.9425|290.730875|289.928625|288.646125,0|0|0|0|0|0|380.1609833,0
289.413375|290.53975|290.9425|290.730875|289.928625|288.646125|288.382375,0|0|0|0|0|380.1609833|1826.000779,0
290.53975|290.9425|290.730875|289.928625|288.646125|288.382375|288.823,0|0|0|0|380.1609833|1826.000779|0,0
290.9425|290.730875|289.928625|288.646125|288.382375|288.823|289.65375,0|0|0|380.1609833|1826.000779|0|0,0
290.730875|289.928625|288.646125|288.382375|288.823|289.65375|289.625125,0|0|380.1609833|1826.000779|0|0|0,0
289.928625|288.646125|288.382375|288.823|289.65375|289.625125|289.3085,0|380.1609833|1826.000779|0|0|0|0,0
288.646125|288.382375|288.823|289.65375|289.625125|289.3085|290.16325,380.1609833|1826.000779|0|0|0|0|0,0
288.382375|288.823|289.65375|289.625125|289.3085|290.16325|290.417625,1826.000779|0|0|0|0|0|0,0
288.823|289.65375|289.625125|289.3085|290.16325|290.417625|289.835375,0|0|0|0|0|0|0,0
289.65375|289.625125|289.3085|290.16325|290.417625|289.835375|288.874875,0|0|0|0|0|0|0,0
289.625125|289.3085|290.16325|290.417625|289.835375|288.874875|288.62725,0|0|0|0|0|0|0,0
289.3085|290.16325|290.417625|289.835375|288.874875|288.62725|289.715875,0|0|0|0|0|0|0,1
290.16325|290.417625|289.835375|288.874875|288.62725|289.715875|290.43475,0|0|0|0|0|0|0,0
290.417625|289.835375|288.874875|288.62725|289.715875|290.43475|290.99675,0|0|0|0|0|0|0,0
289.835375|288.874875|288.62725|289.715875|290.43475|290.99675|290.57975,0|0|0|0|0|0|0,0
288.874875|288.62725|289.715875|290.43475|290.99675|290.57975|289.61025,0|0|0|0|0|0|0,0
288.62725|289.715875|290.43475|290.99675|290.57975|289.61025|289.32575,0|0|0|0|0|0|0,0
289.715875|290.43475|290.99675|290.57975|289.61025|289.32575|288.299125,0|0|0|0|0|0|0,0
290.43475|290.99675|290.57975|289.61025|289.32575|288.299125|287.19825,0|0|0|0|0|0|0,0
290.99675|290.57975|289.61025|289.32575|288.299125|287.19825|285.24725,0|0|0|0|0|0|0,0
290.57975|289.61025|289.32575|288.299125|287.19825|285.24725|285.414875,0|0|0|0|0|0|0,0
289.61025|289.32575|288.299125|287.19825|285.24725|285.414875|284.9295,0|0|0|0|0|0|0,0
289.32575|288.299125|287.19825|285.24725|285.414875|284.9295|284.868,0|0|0|0|0|0|0,0
288.299125|287.19825|285.24725|285.414875|284.9295|284.868|285.650125,0|0|0|0|0|0|2.327708333,0
287.19825|285.24725|285.414875|284.9295|284.868|285.650125|286.21175,0|0|0|0|0|2.327708333|0,0
285.24725|285.414875|284.9295|284.868|285.650125|286.21175|285.930625,0|0|0|0|2.327708333|0|0,0
285.414875|284.9295|284.868|285.650125|286.21175|285.930625|286.41,0|0|0|2.327708333|0|0|0,0
284.9295|284.868|285.650125|286.21175|285.930625|286.41|286.494625,0|0|2.327708333|0|0|0|0,0
284.868|285.650125|286.21175|285.930625|286.41|286.494625|286.9405,0|2.327708333|0|0|0|0|0,0
285.650125|286.21175|285.930625|286.41|286.494625|286.9405|287.808,2.327708333|0|0|0|0|0|0,0
286.21175|285.930625|286.41|286.494625|286.9405|287.808|287.838,0|0|0|0|0|0|0,0
285.930625|286.41|286.494625|286.9405|287.808|287.838|287.862625,0|0|0|0|0|0|0,0
286.41|286.494625|286.9405|287.808|287.838|287.862625|285.718,0|0|0|0|0|0|0,0
286.494625|286.9405|287.808|287.838|287.862625|285.718|283.14325,0|0|0|0|0|0|0,0
286.9405|287.808|287.838|287.862625|285.718|283.14325|286.01975,0|0|0|0|0|0|0,0
287.808|287.838|287.862625|285.718|283.14325|286.01975|288.727,0|0|0|0|0|0|126.1149167,0
287.838|287.862625|285.718|283.14325|286.01975|288.727|290.029625,0|0|0|0|0|126.1149167|0,0
287.862625|285.718|283.14325|286.01975|288.727|290.029625|290.0875,0|0|0|0|126.1149167|0|965.1354167,0
285.718|283.14325|286.01975|288.727|290.029625|290.0875|288.20475,0|0|0|126.1149167|0|965.1354167|0,0
283.14325|286.01975|288.727|290.029625|290.0875|288.20475|286.482875,0|0|126.1149167|0|965.1354167|0|0,0
286.01975|288.727|290.029625|290.0875|288.20475|286.482875|286.083125,0|126.1149167|0|965.1354167|0|0|0,0
288.727|290.029625|290.0875|288.20475|286.482875|286.083125|285.506,126.1149167|0|965.1354167|0|0|0|0,0
290.029625|290.0875|288.20475|286.482875|286.083125|285.506|284.453375,0|965.1354167|0|0|0|0|0,0
290.0875|288.20475|286.482875|286.083125|285.506|284.453375|284.435125,965.1354167|0|0|0|0|0|0,0
288.20475|286.482875|286.083125|285.506|284.453375|284.435125|284.21875,0|0|0|0|0|0|0,0
286.482875|286.083125|285.506|284.453375|284.435125|284.21875|282.349625,0|0|0|0|0|0|0,0
286.083125|285.506|284.453375|284.435125|284.21875|282.349625|279.632,0|0|0|0|0|0|0,0
285.506|284.453375|284.435125|284.21875|282.349625|279.632|279.179625,0|0|0|0|0|0|0,0
284.453375|284.435125|284.21875|282.349625|279.632|279.179625|278.513875,0|0|0|0|0|0|0,0
284.435125|284.21875|282.349625|279.632|279.179625|278.513875|278.75575,0|0|0|0|0|0|0,0
284.21875|282.349625|279.632|279.179625|278.513875|278.75575|279.572375,0|0|0|0|0|0|0,0
282.349625|279.632|279.179625|278.513875|278.75575|279.572375|280.412,0|0|0|0|0|0|0,0
279.632|279.179625|278.513875|278.75575|279.572375|280.412|281.34325,0|0|0|0|0|0|11.90710229,0
279.179625|278.513875|278.75575|279.572375|280.412|281.34325|279.013375,0|0|0|0|0|11.90710229|40.85084229,0
278.513875|278.75575|279.572375|280.412|281.34325|279.013375|279.322875,0|0|0|0|11.90710229|40.85084229|20.91852083,0
278.75575|279.572375|280.412|281.34325|279.013375|279.322875|280.911625,0|0|0|11.90710229|40.85084229|20.91852083|0,0
279.572375|280.412|281.34325|279.013375|279.322875|280.911625|281.7715,0|0|11.90710229|40.85084229|20.91852083|0|0,0
280.412|281.34325|279.013375|279.322875|280.911625|281.7715|281.944875,0|11.90710229|40.85084229|20.91852083|0|0|0,0
281.34325|279.013375|279.322875|280.911625|281.7715|281.944875|282.391625,11.90710229|40.85084229|20.91852083|0|0|0|0,0
279.013375|279.322875|280.911625|281.7715|281.944875|282.391625|283.674625,40.85084229|20.91852083|0|0|0|0|143.5194917,0
279.322875|280.911625|281.7715|281.944875|282.391625|283.674625|284.534125,20.91852083|0|0|0|0|143.5194917|0,0
280.911625|281.7715|281.944875|282.391625|283.674625|284.534125|285.64775,0|0|0|0|143.5194917|0|1192.132458,0
281.7715|281.944875|282.391625|283.674625|284.534125|285.64775|285.89825,0|0|0|143.5194917|0|1192.132458|639.2833146,0
281.944875|282.391625|283.674625|284.534125|285.64775|285.89825|282.822375,0|0|143.5194917|0|1192.132458|639.2833146|114.8281048,0
282.391625|283.674625|284.534125|285.64775|285.89825|282.822375|283.547,0|143.5194917|0|1192.132458|639.2833146|114.8281048|0,0
283.674625|284.534125|285.64775|285.89825|282.822375|283.547|283.939375,143.5194917|0|1192.132458|639.2833146|114.8281048|0|0,0
284.534125|285.64775|285.89825|282.822375|283.547|283.939375|284.788,0|1192.132458|639.2833146|114.8281048|0|0|0,0
285.64775|285.89825|282.822375|283.547|283.939375|284.788|285.843125,1192.132458|639.2833146|114.8281048|0|0|0|60.04192708,0
285.89825|282.822375|283.547|283.939375|284.788|285.843125|286.51725,639.2833146|114.8281048|0|0|0|60.04192708|0,0
282.822375|283.547|283.939375|284.788|285.843125|286.51725|287.032625,114.8281048|0|0|0|60.04192708|0|0,0
283.547|283.939375|284.788|285.843125|286.51725|287.032625|287.0105,0|0|0|60.04192708|0|0|0,0
283.939375|284.788|285.843125|286.51725|287.032625|287.0105|286.70025,0|0|60.04192708|0|0|0|136.7694792,0
284.788|285.843125|286.51725|287.032625|287.0105|286.70025|287.568125,0|60.04192708|0|0|0|136.7694792|81.015,0
285.843125|286.51725|287.032625|287.0105|286.70025|287.568125|287.144,60.04192708|0|0|0|136.7694792|81.015|748.1941938,0
